UNITID,PREDDEG,CURROPER,TUITIONFEE_IN,EARN_2011,GRAD_DEBT_MDN,COMPL_RPY_3YR_RT,MD_INC_RPY_5YR_RT
157058,3,1,6276,22100,34942,0.62,0.462765957
157076,3,1,21200,27900,23650,0.62,0.697
157085,3,1,10110,33600,20500,0.62,0.890589569
157100,3,1,17418,23100,27000,0.62,0.697
157207,4,1,13932.234,26997,17105,0.62,0.697
157216,3,1,22070,23100,19169,0.62,0.746621622
157270,2,1,19327,26800,25500,0.62,0.697
157289,3,1,9946,31000,21500,0.62,0.85202086
157298,4,1,13932.234,26997,17105,0.62,0.697
157304,1,1,3456,21500,10481,0.62,0.76744186
157331,1,1,3456,21700,14636,0.62,0.597633136
157359,3,0,8673,35600,13835,0.62,0.788944724
157377,3,1,22150,27500,22845,0.62,0.748407643
157386,3,1,7498,24000,24093,0.62,0.76171875
157401,3,1,7044,28700,21583,0.62,0.852713178
157438,1,1,3536,25800,16012,0.62,0.61627907
157447,3,1,8376,29200,24458.5,0.62,0.786885246
157456,1,1,13932.234,26997,17105,0.62,0.697
157465,2,1,18000,16600,23563,0.62,0.436123348
157483,1,1,3456,21300,11371,0.754901961,0.753488372
157508,1,0,13932.234,26997,17105,0.62,0.697
157535,3,1,17750,26100,19500,0.62,0.669565217
157553,1,1,3456,20700,12654,0.62,0.653179191
157599,2,1,12114,25500,21599,0.507826087,0.595174263
157614,1,1,13932.234,20400,8167,0.642642643,0.74
157632,2,1,18106,24500,22750,0.62,0.778481013
157650,1,1,13932.234,15100,9522,0.550161812,0.585774059
157669,1,1,13932.234,16200,8275,0.697278912,0.697
157678,1,1,13932.234,15200,9083,0.62,0.701754386
157696,2,1,12114,25500,21599,0.507826087,0.595174263
157711,1,1,3456,19200,15000,0.62,0.639917695
157739,1,1,3600,20100,10630.5,0.62,0.625954198
157757,3,1,22425,36800,26980.5,0.62,0.815
157766,1,1,16860,23800,18922,0.62,0.611009174
157793,2,1,17970,25000,24625,0.62,0.612987013
157809,3,1,27345,41600,27000,0.62,0.802013423
157818,3,1,31560,28700,27000,0.945378151,0.697
157827,1,1,13932.234,12300,6336,0.62,0.697
157863,3,1,22000,25300,17105,0.62,0.697
157951,3,1,8722,26600,24431,0.62,0.786784141
158088,1,1,1447,21400,17105,0.62,0.697
158158,1,1,13932.234,18200,9500,0.62,0.697
158246,1,1,13932.234,21200,9500,0.487179487,0.697
158325,1,1,13932.234,48900,20862,0.62,0.697
158334,0,1,13932.234,48900,20862,0.62,0.697
158343,2,1,13932.234,21700,17105,0.62,0.697
158352,1,1,3136,21400,17105,0.62,0.697
158431,2,1,3292,22500,14435,0.582043344,0.606060606
158440,1,1,13932.234,21300,3881,0.62,0.697
158477,3,1,30740,28900,25000,0.824561404,0.697
158538,1,1,13932.234,26997,17105,0.62,0.697
158617,1,1,13932.234,21900,6166.5,0.266723116,0.496551724
158644,1,1,13932.234,15600,7027,0.468085106,0.697
158662,1,1,3302,23600,16932,0.62,0.664688427
158723,2,1,9685,17000,17766,0.62,0.697
158778,1,1,13932.234,26997,17105,0.62,0.697
158787,1,1,13932.234,26997,8166.5,0.62,0.697
158802,3,1,16094,24600,32925,0.62,0.697
158884,1,1,3256,22300,5500,0.62,0.697
159009,3,1,5950,20200,38172.5,0.508379888,0.432343234
159027,1,1,13932.234,15000,9500,0.657894737,0.697
159197,2,1,10575,37200,15844.5,0.62,0.657718121
159319,1,1,13932.234,16600,17105,0.62,0.697
159328,1,1,13932.234,17400,17105,0.62,0.697
159373,3,1,13932.234,58300,16229,0.62,0.697
159382,3,1,5337,26100,17750,0.62,0.727810651
159391,3,1,7873,36800,19500,0.939755048,0.895856052
159407,2,1,3198,26000,11460,0.62,0.756756757
159416,3,1,5606,30200,20322,0.783157895,0.707253886
159443,1,1,3151,21400,17105,0.62,0.697
159513,1,1,13932.234,19100,12500,0.62,0.697
159522,1,1,13932.234,19400,9416,0.62,0.697
159531,1,1,13932.234,26997,4500,0.62,0.697
159568,3,1,14120,34800,22707,0.62,0.924050633
159601,1,1,13932.234,26997,17105,0.62,0.697
159647,3,1,7302,33600,20984.5,0.901877133,0.829466357
159656,3,1,36860,31500,26070,0.62,0.893048128
159717,3,1,5701,29400,21750,0.62,0.740346205
159939,3,1,6578,27600,17821,0.62,0.789363921
159966,3,1,6468,29400,21888.5,0.62,0.84531886
159993,3,1,6318,28700,21207,0.62,0.753216374
160010,1,1,2629,21400,17105,0.62,0.697
160029,4,1,13932.234,26997,17105,0.62,0.697
160038,3,1,6207,26600,23500,0.62,0.718114603
160065,3,1,9950,36400,30158.5,0.62,0.85
160074,2,1,10532,43600,23507,0.62,0.855345912
160117,1,1,13932.234,26997,2908,0.62,0.697
160126,1,1,13932.234,26997,17105,0.62,0.697
160135,1,1,13932.234,26997,17105,0.62,0.697
160199,1,1,13932.234,26997,17105,0.62,0.697
160320,1,1,13932.234,20100,9833,0.739791073,0.697
160409,3,1,16140,26997,17105,0.62,0.697
160445,1,1,13932.234,16700,16500,0.473684211,0.697
160472,1,1,13932.234,11700,5500,0.62,0.697
160481,1,1,3242,22500,17105,0.62,0.697
160524,1,1,15995,17400,9500,0.481001341,0.697
160579,1,1,3243,27300,17105,0.62,0.697
160597,1,1,13932.234,14800,17105,0.62,0.697
160612,3,1,5715,28500,21465,0.62,0.781842818
160621,3,1,6630,23900,32075,0.643835616,0.517099863
160630,3,1,4911,21300,27269,0.62,0.615384615
160649,2,1,3492,21300,14699,0.62,0.697
160658,3,1,6192,29800,20898,0.62,0.802948022
160667,1,1,3266,21400,17105,0.62,0.697
160755,3,1,46930,43900,27000,0.62,0.894291755
160904,3,1,20560,31500,27000,0.62,0.702631579
160913,1,1,2100,21400,17105,0.62,0.697
160940,2,1,10710,27800,30500,0.57002945,0.467553924
160959,3,1,38952,18300,19000,0.62,0.697
160977,3,1,45650,37400,17058,0.62,0.697
160995,2,1,13932.234,21100,13750,0.62,0.603773585
161004,3,1,45446,41100,19500,0.62,0.697
161022,2,0,9520,46600,12625,0.62,0.697
161077,2,1,3630,25700,12000,0.62,0.697
161086,3,1,45760,39600,19461,0.62,0.697
161138,2,1,3580,26900,12000,0.62,0.697
161165,3,1,15130,29700,26000,0.62,0.789099526
161192,2,1,3258,25600,12000,0.62,0.697
161208,1,1,19350,26997,17105,0.62,0.697
161217,3,1,7500,22800,21335.5,0.62,0.703416149
161226,3,1,9167,26700,27000,0.62,0.900921659
161235,3,1,7575,27900,19973,0.62,0.697
161244,3,1,7490,21200,21250,0.62,0.697
161253,3,1,10600,31100,27000,0.62,0.918957012
161299,3,1,11950,77100,27000,0.62,0.697
161341,3,1,7300,25100,22012.5,0.62,0.697
161457,3,1,33145,34800,27000,0.62,0.882183908
161484,2,1,3308,25600,12000,0.62,0.697
161493,1,1,13932.234,14700,9083,0.62,0.701754386
161509,3,1,30990,20500,27000,0.62,0.815217391
161518,3,1,30990,33300,27000,0.953703704,0.903061224
161527,1,1,13932.234,20000,6333,0.788732394,0.697
161545,2,1,3634,27800,12500,0.62,0.771028037
161554,3,1,8920,30200,24250,0.62,0.877397832
161563,3,1,22770,27900,23000,0.62,0.697
161572,3,1,25000,25000,27000,0.62,0.697
161581,1,1,3580,22900,6250,0.62,0.697
161615,1,1,13932.234,15900,6710,0.62,0.697
161651,1,1,13932.234,20000,6750,0.62,0.697
161688,2,1,3450,23600,14478,0.62,0.747126437
161767,2,1,4260,29300,10625,0.62,0.700699301
161776,1,1,13932.234,22400,9500,0.62,0.697
161800,1,1,13932.234,14900,10500,0.347058824,0.697
161855,1,1,13932.234,15000,6995,0.62,0.697
161864,2,1,2462,22400,17105,0.62,0.697
161873,3,1,7838,48100,20500,0.62,0.752808989
162007,3,1,6971,34400,23320,0.62,0.565079365
162061,3,1,22296,50000,23000,0.62,0.697
162104,2,1,3510,26100,10500,0.62,0.678571429
162122,2,1,3336,28600,9500,0.62,0.697
162168,2,1,3290,23700,17105,0.62,0.697
162210,3,1,21020,33600,31250,0.62,0.764044944
162283,3,1,6252,29800,19031,0.62,0.483028721
162335,1,1,13932.234,16400,13200,0.62,0.697
162371,1,1,13932.234,26000,9866,0.327050998,0.697
162557,2,1,3171,28800,8500,0.62,0.82300885
162584,3,1,7728,31500,22617.5,0.62,0.828813559
162609,2,1,3360,23700,12290,0.62,0.741071429
162654,3,1,39084,28600,25000,0.62,0.697
162681,2,1,13411,27800,30500,0.57002945,0.467553924
162690,2,1,2986,26300,11000,0.62,0.756756757
162706,2,1,2593,26700,8000,0.62,0.78
162760,3,1,33280,33200,27000,0.62,0.875675676
162779,2,1,3940,29600,10702,0.62,0.708542714
162830,1,1,13932.234,20300,9833,0.62,0.697
162928,3,1,45470,60500,18500,0.62,0.938311688
162982,1,1,13932.234,32800,20000,0.62,0.697
163028,1,1,13932.234,30400,12017,0.536340852,0.554987212
163046,3,1,43250,46200,27000,0.62,0.941176471
163107,1,1,13932.234,15800,6500,0.62,0.697
163204,3,1,6552,41700,21000,0.62,0.733699634
163259,3,1,13932.234,70500,14500,0.62,0.697
163268,3,1,10068,39400,21500,0.62,0.895577396
163286,3,1,9162,45600,19500,0.62,0.923603793
163295,3,1,40890,25700,27000,0.919821826,0.89673913
163338,3,1,6998,24900,27500,0.62,0.553398058
163347,1,1,13932.234,23200,12868,0.519553073,0.514629948
163408,1,1,13932.234,14800,9155,0.649122807,0.697
163426,2,1,4452,30500,9500,0.62,0.752417795
163453,3,1,7218,28000,31000,0.532786885,0.470477976
163462,3,1,34644,40000,27000,0.62,0.931937173
163532,3,1,10000,26997,17105,0.62,0.697
163541,1,1,13932.234,14400,10673.5,0.62,0.697
163578,3,1,32050,43400,27500,0.62,0.697
163657,2,1,3530,30400,7523,0.62,0.612299465
163736,1,1,13932.234,20900,9495,0.62,0.697
163754,1,1,13932.234,26700,7500,0.62,0.697
163815,1,1,13932.234,15900,7500,0.62,0.697
163851,3,1,8128,38500,20443,0.62,0.898843931
163912,3,1,14864,34100,21671.5,0.954054054,0.914473684
163921,3,0,9830,29100,35500,0.62,0.515151515
163976,3,1,46296,25700,25500,0.62,0.821917808
164058,1,1,13932.234,27200,9500,0.62,0.697
164076,3,1,8342,39600,19000,0.923370319,0.900958466
164085,4,1,13932.234,26997,17105,0.62,0.697
164100,1,0,13932.234,12500,16500,0.166666667,0.697
164173,3,1,27082,38800,25000,0.95475819,0.878186969
164216,3,1,41120,35500,27000,0.62,0.697
164270,3,1,36960,35800,27000,0.62,0.935643564
164313,2,1,2592,21900,7650,0.62,0.643678161
164438,3,1,9235,26997,20704,0.62,0.697
164447,3,1,30040,33000,27000,0.62,0.816546763
164465,3,1,46574,36200,11185.5,0.62,0.697
164474,4,1,13932.234,26997,17105,0.62,0.697
164492,3,1,32134,30900,26000,0.62,0.808139535
164535,1,1,13932.234,35700,9500,0.62,0.697
164562,3,1,34975,39700,27000,0.62,0.92962963
164580,3,1,43520,61700,27000,0.62,0.697
164599,1,1,13932.234,24400,17105,0.62,0.697
164614,3,1,14866,22300,26826,0.62,0.697
164632,3,1,29959,33900,21538.5,0.62,0.792727273
164641,2,1,19748,24800,25250,0.62,0.63559322
164678,1,1,13932.234,36700,8506,0.588235294,0.697
164720,3,1,31500,32500,27166,0.62,0.750684932
164739,3,1,41110,58000,27000,0.62,0.697
164748,3,1,37586,19900,27000,0.62,0.809110629
164775,2,1,4658,23300,12345,0.62,0.735449735
164845,1,1,13932.234,16700,9833,0.534552846,0.641975309
164872,3,1,27312,34800,45202,0.62,0.697
164915,4,1,13932.234,26997,17105,0.62,0.697
164924,3,1,45622,52600,19000,0.973081329,0.950877193
164933,3,1,40900,17200,27000,0.62,0.717391304
164988,3,1,44880,44600,27000,0.62,0.957567185
165015,3,1,45856,36700,27000,0.954792043,0.951754386
165024,3,1,8053,32700,24998,0.62,0.860714286
165033,2,1,4178,25000,6500,0.62,0.777562863
165060,1,1,13932.234,57000,20000,0.62,0.697
165112,2,1,3384,27500,8997,0.62,0.707446809
165167,3,1,13392,32300,24500,0.724806202,0.677419355
165194,2,1,4088,24900,9336,0.62,0.72
165255,1,1,13932.234,26200,6332.5,0.62,0.697
165264,2,1,32833,45000,28150,0.62,0.763888889
165334,3,1,39550,33200,26000,0.967741935,0.9566787
165495,4,1,13932.234,26997,17105,0.62,0.697
165529,3,1,34715,33900,26000,0.62,0.697
165556,1,1,13932.234,23500,9504,0.455929487,0.493895671
165574,2,1,33230,24000,17500,0.62,0.678431373
165608,1,1,13932.234,26997,9500,0.62,0.697
165635,1,1,13932.234,38800,20000,0.697183099,0.697
165644,3,1,27922,32500,27000,0.62,0.852173913
165662,3,1,35730,31700,23312,0.62,0.939393939
165671,3,1,34670,36200,27000,0.936936937,0.87987013
165699,3,1,28926,38200,27000,0.971186441,0.949541284
165705,4,1,13932.234,26997,17105,0.62,0.697
165750,1,1,13932.234,14300,8582,0.62,0.697
165802,2,1,27575,27500,19545,0.62,0.733050847
165820,3,1,8985,32900,21750,0.62,0.860279441
165866,3,1,8080,32500,23853,0.62,0.878600823
165884,2,1,16950,31800,12000,0.62,0.697
165936,3,1,33230,31100,27000,0.62,0.697
165945,4,1,13932.234,26997,17105,0.62,0.697
165981,2,1,4838,24200,8000,0.62,0.737373737
166009,1,1,13932.234,20800,5500,0.62,0.697
166018,3,1,46625,19300,20000,0.921875,0.912568306
166027,3,1,42292,72300,6000,0.899563319,0.697
166045,3,1,13932.234,26997,17105,0.62,0.697
166054,3,1,21220,26997,16267.5,0.62,0.697
166063,1,0,13932.234,14400,5500,0.62,0.697
166124,3,1,44272,45600,27000,0.62,0.697
166133,2,1,3574,23500,8437.5,0.62,0.728542914
166276,2,0,13932.234,24700,21750,0.62,0.697
166294,1,1,13932.234,16700,5900,0.603448276,0.697
166319,1,1,13932.234,18500,9477,0.722222222,0.697
166328,1,1,13932.234,12400,9500,0.517241379,0.697
166391,3,1,30000,32100,26000,0.62,0.863117871
166407,2,1,13932.234,63900,20000,0.62,0.697
166452,3,1,32375,27000,25000,0.62,0.798657718
166513,3,1,12097,38600,25000,0.62,0.859649123
166586,1,1,13932.234,26997,5605,0.62,0.697
166595,1,1,13932.234,11600,5580,0.62,0.697
166601,2,1,16200,29500,12000,0.62,0.697
166629,3,1,13443,37700,24250,0.62,0.889869693
166638,3,1,11966,36600,17105,0.62,0.84148728
166647,2,1,4176,31600,8161,0.62,0.771883289
166656,3,1,28470,101000,25000,0.62,0.697
166674,3,1,10400,24000,26000,0.62,0.87755102
166683,3,1,43498,77900,13645,0.975961538,0.697
166692,3,1,7127,62900,27000,0.62,0.697
166708,4,1,13932.234,63600,17105,0.62,0.697
166717,4,1,13932.234,26997,17105,0.62,0.697
166805,1,1,13932.234,26997,8731.5,0.62,0.697
166823,2,1,4056,27500,8231,0.62,0.719339623
166850,3,1,35085,41600,27000,0.62,0.9125
166869,3,1,13932.234,26997,25000,0.62,0.697
166887,2,1,4274,28200,6270.5,0.62,0.733624454
166911,3,1,27770,22000,27000,0.62,0.697
166939,3,1,41456,31500,21000,0.62,0.939393939
166948,3,1,29377,29800,27000,0.62,0.697
166957,2,1,4900,25900,11098,0.62,0.742616034
166975,1,1,13932.234,26700,7917,0.894366197,0.697
166984,3,1,37863,21400,25125,0.62,0.697
167020,1,0,13932.234,22000,9500,0.395986622,0.464882943
167039,1,1,13932.234,15700,9500,0.62,0.697
167057,3,1,39955,24900,28626,0.62,0.697
167093,3,1,13932.234,89400,17105,0.62,0.697
167181,4,1,13932.234,26997,17105,0.62,0.697
167215,4,1,13932.234,54700,17105,0.62,0.697
167224,1,1,23900,18900,12000,0.62,0.697
167251,3,1,28950,31600,27000,0.62,0.801980198
167260,3,1,32370,34500,27000,0.62,0.797927461
167288,3,1,8525,26900,25000,0.62,0.843866171
167297,1,1,13932.234,30200,14000,0.62,0.697
167312,2,1,4056,26100,7000,0.62,0.820668693
167321,3,1,18760,27000,29444,0.62,0.724747475
167358,3,1,41686,48900,28804.5,0.62,0.904537419
167376,2,1,3888,26800,8627.5,0.62,0.716923077
167394,3,1,30132,39600,27000,0.906976744,0.87283237
167455,3,1,24930,26500,32000,0.62,0.697
167464,4,1,13932.234,26997,17105,0.62,0.697
167525,2,1,4582,36100,14250,0.62,0.699680511
167534,2,1,5094,26500,8072.5,0.62,0.735652174
167598,3,1,34380,41400,27000,0.62,0.697
167631,2,1,3962,27100,17105,0.62,0.697
167677,3,1,13932.234,26997,17105,0.62,0.697
167729,3,1,8130,33000,25428,0.62,0.829419036
167738,1,1,13932.234,23100,8758,0.560251484,0.567407407
167783,3,1,35380,43900,26000,0.62,0.932624113
167792,2,1,46713,20500,20500,0.62,0.697
167835,3,1,43114,33200,19500,0.949080622,0.956810631
167871,1,1,13932.234,35100,8391,0.768,0.697
167899,3,1,32560,36500,25000,0.851851852,0.742574257
167905,2,1,5106,25100,6629,0.62,0.746031746
167987,3,1,11681,34600,25921,0.62,0.841584158
167996,3,1,36160,42700,27000,0.62,0.939086294
168005,3,1,31716,37600,27000,0.909231963,0.875576037
168032,1,1,13932.234,12400,7052.5,0.538461538,0.697
168148,3,1,46598,56400,18125,0.62,0.961937716
168218,3,1,43554,37500,8225,0.62,0.697
168227,3,1,29200,46500,27000,0.62,0.895437262
168254,3,1,33020,39200,27000,0.963562753,0.907192575
168263,3,1,8694,32900,23026,0.62,0.876644737
168281,3,1,45074,33900,24000,0.964912281,0.697
168290,3,1,31880,30600,27000,0.62,0.795081967
168342,3,1,46600,38100,12005,0.62,0.697
168421,3,1,42778,63500,27000,0.62,0.697
168430,3,1,8157,34500,19503,0.62,0.842003854
168528,3,1,30758,27400,27000,0.62,0.827411168
168546,3,1,36051,30500,27000,0.966153846,0.921296296
168555,1,1,13932.234,26997,4108,0.62,0.697
168573,1,1,13932.234,25800,9417,0.62,0.697
168591,3,1,32660,28700,27000,0.62,0.921052632
168607,2,1,3870,23300,9495,0.62,0.646017699
168740,3,1,25470,30000,29500,0.62,0.841025641
168786,3,1,26460,29600,25000,0.62,0.856630824
168838,2,1,8100,21800,24314.5,0.62,0.62573179
168847,2,1,8100,21800,24314.5,0.62,0.62573179
168883,2,1,4243,21000,14000,0.62,0.763636364
168892,1,1,13932.234,26997,17105,0.62,0.697
169080,3,1,28250,32100,26870,0.978205128,0.953125
169099,4,1,13932.234,26997,17105,0.62,0.697
169187,1,1,11765,27700,9036,0.869863014,0.697
169220,4,1,13932.234,26997,17105,0.62,0.697
169248,3,1,11220,30500,27000,0.894522777,0.860374415
169275,2,1,3209,19200,14042,0.62,0.595598349
169284,1,1,13932.234,16400,9833,0.534552846,0.641975309
169327,3,1,18720,44000,26125,0.62,0.769736842
169363,3,0,23563,29100,26750,0.62,0.697
169424,4,1,13932.234,26997,17105,0.62,0.697
169442,3,1,35710,31600,28250,0.8820059,0.823232323
169479,3,1,14096,25600,30250,0.606635071,0.684169279
169503,1,1,13932.234,14000,9708,0.74,0.697
169521,2,1,3095,22900,9530,0.62,0.703862661
169576,1,1,13932.234,16700,8050,0.669172932,0.697
169628,4,1,13932.234,26997,17105,0.62,0.697
169655,1,1,14428,31900,16213,0.62,0.652830189
169716,3,1,35920,40500,25000,0.62,0.768149883
169734,1,1,17568,18100,11250,0.443193998,0.518394649
169761,1,1,17568,18100,11250,0.443193998,0.518394649
169798,3,1,9364,30000,26000,0.62,0.755092802
169910,3,1,10466,34100,25522,0.62,0.843581446
169947,1,1,13932.234,26997,12677.5,0.62,0.697
169974,1,1,2964,22500,5335,0.62,0.697
169983,3,1,35600,64500,26761.5,0.62,0.941368078
169992,2,1,4114,20900,9675,0.62,0.784313725
170000,3,1,12235,26900,23374,0.62,0.697
170037,3,1,24168,27000,23469,0.62,0.83109405
170046,1,0,13932.234,19800,9500,0.442889138,0.483116883
170055,2,1,2898,23400,12000,0.762237762,0.663674033
170082,3,1,10716,31800,26500,0.62,0.907556578
170091,3,1,14500,19800,17105,0.62,0.697
170240,2,1,2518,22500,18893,0.62,0.536380597
170301,3,1,28720,32300,27000,0.976146789,0.966666667
170417,2,1,18048,30300,25833.5,0.561858455,0.540756526
170444,2,1,3504,24700,17105,0.62,0.620805369
170514,1,1,13932.234,26997,17105,0.62,0.697
170532,3,1,39450,31200,27000,0.956521739,0.697
170541,2,1,2758,24000,14017,0.62,0.628571429
170550,2,1,3054,24800,17539,0.62,0.70242915
170587,1,1,3355,20100,10500,0.62,0.661691542
170611,1,1,13932.234,11400,5557.5,0.62,0.697
170620,2,1,3930,18400,15587,0.62,0.697
170639,3,1,9960,26200,25869,0.62,0.834422658
170657,2,1,2720,25100,15500,0.72489083,0.667647059
170675,3,1,28948,36300,27850,0.62,0.882352941
170736,1,1,13932.234,26997,8317.5,0.431034483,0.697
170790,2,1,2859,23400,5170,0.62,0.70314319
170806,3,1,16340,34300,25000,0.62,0.790633609
170842,3,1,19850,22800,35000,0.62,0.428571429
170967,3,1,19920,27700,21500,0.796721311,0.801242236
170976,3,1,13142,47500,22000,0.62,0.929328622
171012,1,1,13932.234,13300,17105,0.62,0.697
171100,3,1,12862,38800,25714,0.62,0.898255814
171128,3,1,13728,49700,27000,0.62,0.933687003
171137,3,1,10614,33900,25000,0.62,0.818499127
171146,3,1,9356,30500,28376.5,0.62,0.768934531
171155,2,1,2732,22700,16292,0.62,0.628968254
171225,2,1,3190,23200,11500,0.62,0.710144928
171234,2,1,3150,20100,11950,0.62,0.677966102
171261,1,1,13932.234,13700,9833,0.716216216,0.697
171298,2,1,8100,21800,24314.5,0.62,0.62573179
171304,2,1,3265,20700,7991,0.62,0.742647059
171313,1,0,13932.234,23100,9500,0.500403877,0.697
171322,1,1,13932.234,17100,9500,0.281794485,0.352418559
171395,2,1,3083,19700,10000,0.62,0.742138365
171456,3,1,9037,26100,22319,0.62,0.859310345
171465,1,1,13932.234,26997,13833,0.748201439,0.697
171483,2,1,2724,23200,15888,0.62,0.713798978
171492,3,1,22130,38000,23474.5,0.62,0.753367876
171535,2,1,2397,23800,10006,0.62,0.585106383
171571,3,1,10613,32600,25000,0.62,0.832561728
171599,3,1,23021,25700,27000,0.62,0.747787611
171775,1,1,13932.234,11100,9500,0.62,0.697
171881,3,1,18454,23000,25500,0.62,0.697
171988,1,1,13932.234,21900,9500,0.62,0.530769231
171997,1,1,13932.234,19200,9500,0.62,0.697
172015,1,1,13932.234,18400,9500,0.460679612,0.458646617
172033,3,1,17000,26997,17105,0.62,0.697
172051,3,1,8423,30800,27000,0.62,0.832749562
172200,2,1,3140,24400,10307,0.62,0.666666667
172264,3,1,21890,34000,18750,0.62,0.802597403
172291,2,1,3437,24900,13000,0.62,0.691139241
172307,2,1,4689,19200,12197,0.62,0.697
172325,1,1,13932.234,22000,11363,0.6,0.697
172334,3,1,23400,31200,24850,0.62,0.87657784
172422,1,1,17496,14300,17105,0.62,0.697
172440,3,1,20480,23500,27500,0.62,0.697
172477,4,1,13932.234,26997,17105,0.62,0.697
172495,1,1,13932.234,15300,9833,0.62,0.697
172608,3,1,13932.234,42300,16485,0.948805461,0.697
172617,1,1,2352,22700,12135,0.62,0.555259654
172635,2,1,2716,19000,12159,0.62,0.403738318
172644,3,1,11094,30100,21500,0.805476865,0.680570222
172671,2,1,2322,20700,10500,0.62,0.697
172699,3,1,10355,31200,27000,0.62,0.873464373
172705,4,1,13932.234,26997,17105,0.62,0.697
172802,1,1,13932.234,13700,17105,0.62,0.697
172866,2,1,18680,26800,36387,0.62,0.697
172918,2,1,5385,30600,12000,0.62,0.913996627
172927,1,1,13932.234,26997,17105,0.62,0.697
172954,2,1,5590,33500,16036,0.62,0.807065217
172963,2,1,5005,30700,15778,0.62,0.794533459
173045,3,1,33209,36800,27000,0.62,0.910958904
173063,1,1,5522,27400,17105,0.62,0.803312629
173115,1,1,5482,26500,11000,0.62,0.79338843
173124,3,1,8124,31500,21500,0.62,0.874172185
173142,3,1,24080,29800,25000,0.62,0.697
173160,3,1,31760,37200,23950,0.62,0.950342466
173179,4,1,13932.234,37200,23950,0.62,0.950342466
173203,2,1,5393,26900,12000,0.62,0.794964029
173258,3,1,46167,35100,17500,0.62,0.697
173300,3,1,32814,33400,27000,0.62,0.958592133
173328,3,1,19700,37400,23000,0.62,0.906801008
173416,1,1,5693,30700,12000,0.62,0.856581532
173452,3,1,12300,26500,20250,0.62,0.697
173461,2,1,5087,29300,14670,0.62,0.811881188
173470,1,1,13932.234,16100,11081,0.62,0.697
173489,2,1,15785,19500,29500,0.62,0.697
173559,2,1,5338,28800,13000,0.62,0.847375691
173629,2,1,14040,25900,27000,0.62,0.684210526
173638,1,1,5660,29100,12827.5,0.62,0.848585691
173647,3,1,39120,37600,27000,0.62,0.697
173665,3,1,35108,37500,25018.5,0.62,0.908045977
173683,1,1,13932.234,26997,17105,0.62,0.697
173708,1,1,4998,29700,11333.5,0.62,0.778371162
173726,1,1,13932.234,26997,17060,0.62,0.697
173735,2,1,5293,26200,13786,0.804289544,0.716262976
173744,1,1,13932.234,26300,8214,0.62,0.697
173799,2,1,5272,33300,14250,0.62,0.798842258
173805,2,1,5307,26200,11000,0.62,0.789699571
173887,3,1,17416,25800,30609,0.62,0.697
173896,4,1,13932.234,45900,17105,0.62,0.697
173902,3,1,45388,28400,23501.5,0.62,0.697
173911,2,1,5370,30200,14900,0.874659401,0.797364086
173920,3,1,7557,34000,23029,0.62,0.91995998
173939,1,1,13932.234,19400,14144,0.601030204,0.704125178
173957,4,1,13932.234,26997,9250,0.62,0.697
173966,1,1,13932.234,26997,9250,0.62,0.697
173984,2,1,13663,33800,14323,0.739811912,0.736035049
173993,2,1,5293,25500,12499,0.62,0.733333333
174020,3,1,6642,38500,18750,0.62,0.846743295
174066,3,1,13555,38400,21500,0.62,0.930088496
174075,3,1,11448,31900,20000,0.62,0.697
174118,2,1,14690,28800,11901,0.869477912,0.697
174127,3,1,32750,25000,27000,0.62,0.855072464
174136,2,1,5350,26200,17520,0.62,0.713375796
174154,2,1,11150,29300,22822,0.686295503,0.708928571
174190,1,1,13932.234,18200,9956,0.712643678,0.697
174206,3,1,15280,24300,27000,0.62,0.697
174233,3,1,12815,34200,25000,0.62,0.939214233
174251,3,1,12584,29700,20000,0.62,0.918727915
174279,3,1,14040,27600,31061.5,0.794117647,0.728134111
174321,1,1,13932.234,19700,7139,0.866666667,0.697
174358,3,1,7816,31300,23055.5,0.62,0.894550602
174376,2,1,5942,32900,16873.5,0.62,0.772182254
174385,2,1,13932.234,28200,34486,0.62,0.618066561
174394,3,1,16075,25400,30500,0.62,0.652806653
174428,2,1,5694,30400,13500,0.62,0.806796117
174437,3,1,19996,26200,27000,0.62,0.890675241
174473,1,1,5517,30800,15750,0.62,0.821386604
174482,2,0,13932.234,40400,17105,0.62,0.697
174491,3,1,28020,30200,22430,0.62,0.939508507
174507,3,1,11880,28300,5850,0.62,0.697
174525,3,1,15300,19000,23600,0.62,0.697
174534,1,1,13932.234,19400,14144,0.601030204,0.704125178
174570,1,1,4065,26700,18527,0.62,0.755555556
174604,2,1,5323,20900,9500,0.62,0.697
174738,2,1,5608,29300,15169.5,0.62,0.832648871
174747,3,1,37926,38200,26337,0.62,0.697
174756,2,1,5301,31400,13250,0.62,0.861003861
174765,1,1,13932.234,19400,14144,0.601030204,0.704125178
174783,3,1,7514,33600,23250,0.62,0.914758889
174792,3,1,37162,41300,27000,0.62,0.697
174817,3,1,29315,33500,23000,0.62,0.901754386
174844,3,1,40700,35400,26531,0.62,0.697
174862,3,1,22430,28300,27000,0.62,0.896296296
174899,3,1,31612,41600,23000,0.62,0.899814471
174914,3,1,35308,40900,26500,0.961506276,0.944244604
174978,1,1,13932.234,23400,11096,0.41025641,0.697
175005,3,1,34744,40100,28500,0.62,0.896648045
175014,2,1,10764,27100,23203,0.711275849,0.649797571
