UNITID,PREDDEG,CURROPER,TUITIONFEE_IN,EARN_2011,GRAD_DEBT_MDN,COMPL_RPY_3YR_RT,MD_INC_RPY_5YR_RT
234207,3,1,44507,54900,19500,0.62,0.697
234216,2,0,13932.234,28000,20844.5,0.62,0.4375
234225,1,1,13932.234,21200,17105,0.62,0.697
234359,1,1,13932.234,12200,17105,0.62,0.697
234377,1,1,3990,21000,6230,0.62,0.697
234401,1,1,13932.234,18500,11477,0.62,0.697
234492,3,1,17560,27400,27215,0.62,0.742902208
234650,1,1,13932.234,26997,6333,0.62,0.697
234669,2,1,3754,32600,12224,0.62,0.826589595
234696,2,1,4637,35300,16737.5,0.62,0.697
234711,2,1,4150,24000,11887.5,0.62,0.697
234739,1,1,11736,23700,9500,0.494809689,0.609126984
234784,1,1,13932.234,23200,9500,0.357749469,0.697
234827,3,1,8976,34200,21267,0.62,0.900616333
234845,2,1,4335,22800,17105,0.62,0.697
234915,3,1,14880,41900,25000,0.62,0.820408163
234924,1,1,13932.234,14500,5682,0.62,0.697
234933,2,1,3650,26300,14496,0.62,0.768762677
234951,1,1,4451,27400,12667,0.62,0.730909091
234979,2,1,4176,25900,11000,0.62,0.828193833
235024,3,1,33950,22800,27000,0.62,0.697
235088,1,1,13932.234,39900,9500,0.62,0.697
235097,3,1,7961,31200,20500,0.62,0.874422188
235103,1,1,4408,28200,12209,0.62,0.72972973
235149,2,1,3618,27600,9975,0.62,0.747663551
235158,1,1,13932.234,16800,7389,0.62,0.697
235167,3,1,8574,22600,17594,0.62,0.868583162
235237,2,1,3777,28300,12704,0.62,0.747706422
235307,1,1,13932.234,18500,5225,0.726256983,0.697
235316,3,1,35062,39800,27000,0.969465649,0.947004608
235334,1,1,3939,21400,11600,0.62,0.802469136
235343,1,1,4443,29100,10396,0.62,0.783393502
235352,1,1,13932.234,20300,17666,0.680555556,0.697
235422,3,1,17744,28900,26500,0.62,0.697
235431,2,1,4000,26800,9329,0.62,0.697
235495,1,1,13932.234,25400,9500,0.597222222,0.697
235501,1,1,13932.234,21700,6365,0.732377539,0.608695652
235510,2,1,18048,30600,27833,0.6275,0.614285714
235529,2,1,18048,30600,27833,0.6275,0.614285714
235547,3,1,13932.234,30600,22770,0.62,0.697
235583,1,1,13932.234,21800,11228,0.720689655,0.697
235671,1,1,5151,30700,6156,0.62,0.697
235699,2,1,3907,34100,16580.5,0.62,0.697
235750,1,1,4272,25000,14833,0.62,0.722826087
235769,3,1,27042,26997,24796,0.62,0.697
235954,1,1,13932.234,26997,17105,0.62,0.697
236018,1,1,13932.234,14900,4961.5,0.484375,0.697
236027,1,0,13932.234,16100,10000,0.835106383,0.697
236072,2,1,3862,28000,17105,0.62,0.697
236133,3,1,25934,31600,24000,0.62,0.915750916
236188,2,1,3726,25500,11000,0.62,0.817813765
236212,1,1,13932.234,41900,18500,0.814814815,0.697
236230,3,1,34740,35700,27000,0.62,0.9375
236258,1,1,4246,22500,12992.5,0.62,0.697
236328,3,1,41868,34800,23500,0.62,0.951672862
236382,1,1,4720,30300,8575,0.62,0.697
236452,3,1,30284,36500,25000,0.62,0.697
236504,1,1,3824,27000,17105,0.62,0.697
236513,2,1,3893,24100,17105,0.62,0.697
236531,1,1,13932.234,21100,9500,0.62,0.697
236577,3,1,33813,34500,25000,0.62,0.954248366
236595,3,1,36465,41600,25334,0.62,0.697
236610,2,1,3987,31800,11964,0.62,0.833922261
236638,2,1,4200,24700,12034,0.62,0.741293532
236656,2,1,4470,24100,9331,0.62,0.697
236692,2,1,3489,25400,16060,0.62,0.766712142
236708,2,1,3489,23400,11000,0.62,0.727106227
236744,1,1,13932.234,13900,13227.5,0.62,0.697
236753,2,1,3726,27900,15455,0.62,0.721549637
236887,1,1,4376,25900,12000,0.62,0.697
236896,3,1,25377,35800,28250,0.62,0.919298246
236939,3,1,12327,37700,20977,0.62,0.910126068
236948,3,1,12397,41300,16326,0.62,0.950664137
236975,2,1,3718,24400,12634.5,0.62,0.786046512
236993,1,1,14112,21800,9500,0.348902196,0.402321083
237011,3,1,8863,31800,19500,0.62,0.939285714
237039,2,1,4465,26300,11000,0.62,0.697
237057,3,1,43500,25800,15990,0.62,0.697
237066,3,1,36012,31300,26036.5,0.62,0.947521866
237109,2,1,3820,24700,10500,0.62,0.712209302
237118,3,1,22740,31900,29000,0.62,0.697
237127,1,1,13932.234,26997,17105,0.62,0.697
237136,3,1,12945,21600,10030,0.62,0.697
237145,1,1,13932.234,26997,17105,0.62,0.697
237172,1,1,3755,20000,17105,0.62,0.697
237181,3,1,25736,26300,17105,0.62,0.861878453
237215,3,1,5564,23600,20500,0.62,0.642487047
237242,1,1,3500,27000,17105,0.62,0.697
237303,1,1,13932.234,11200,6333,0.62,0.697
237312,3,1,19650,33400,19375,0.62,0.697
237321,1,1,13932.234,11100,6700,0.62,0.697
237330,3,1,6160,24800,21500,0.62,0.752
237358,3,1,24992,28300,23500,0.62,0.697
237367,3,1,5824,25600,23478,0.62,0.739573679
237385,3,1,6384,26700,27000,0.62,0.725961538
237419,1,0,13932.234,26997,17105,0.62,0.697
237437,2,1,7485,14000,18580,0.62,0.428571429
237473,1,1,13932.234,32500,17105,0.62,0.697
237491,1,1,13932.234,26997,17105,0.62,0.697
237525,3,1,6216,27100,23804,0.62,0.77921147
237543,1,1,13932.234,26997,17105,0.62,0.697
237552,1,1,20386,26997,9500,0.8,0.697
237561,1,1,13932.234,27700,17105,0.62,0.697
237570,1,1,13932.234,16200,8132,0.666666667,0.697
237598,2,1,8215,16700,26000,0.62,0.697
237604,1,0,13932.234,18600,9500,0.234361233,0.364985163
237613,1,1,13932.234,16200,6333,0.62,0.697
237640,3,1,18750,26000,23000,0.62,0.858267717
237686,2,1,2712,21900,14405,0.62,0.698005698
237701,2,1,3336,33000,23808,0.923756392,0.857416635
237729,1,1,13932.234,24300,17105,0.62,0.697
237783,3,1,17700,23600,26875,0.62,0.697
237792,3,1,6256,31000,23149,0.62,0.846613546
237817,2,1,3124,19800,17105,0.62,0.697
237844,1,1,13932.234,27000,17105,0.62,0.697
237880,4,1,13932.234,59700,2000,0.62,0.697
237899,3,1,5932,23000,23787.5,0.62,0.666666667
237905,1,1,13932.234,26997,17105,0.62,0.697
237932,3,1,6226,26800,24624,0.831360947,0.772200772
237950,3,1,5808,33000,23808,0.923756392,0.857416635
237969,3,1,26794,30100,26000,0.62,0.904166667
237978,2,1,9700,17800,20000,0.62,0.697
237987,2,1,12625,16400,12369,0.62,0.697
237996,2,1,13090,16700,13200,0.62,0.585365854
238005,1,1,13932.234,15800,10500,0.62,0.697
238014,2,1,2890,20100,10160,0.62,0.627802691
238032,3,1,6456,33000,23808,0.923756392,0.857416635
238078,3,1,27830,35300,27000,0.62,0.879166667
238096,1,1,13932.234,26997,17105,0.62,0.697
238166,1,1,13932.234,21800,10312,0.706896552,0.746478873
238175,1,1,13932.234,21800,10312,0.706896552,0.746478873
238193,3,1,23231,32700,33110,0.62,0.763092269
238263,1,1,3914,29300,14750,0.62,0.864297254
238324,3,1,20405,52000,18282,0.62,0.697
238333,3,1,41250,26200,26500,0.62,0.697
238397,1,1,3842,26000,10141.5,0.62,0.77385159
238430,3,1,25450,44700,27875,0.62,0.80317041
238458,3,1,27724,34400,27000,0.62,0.898520085
238476,3,1,34850,32800,27000,0.62,0.883950617
238573,3,1,13932.234,26997,18454.5,0.62,0.697
238616,3,1,25160,35200,25153,0.62,0.828209765
238661,3,1,24666,35000,26975,0.62,0.697
238722,1,1,4152,29100,10885,0.62,0.862302483
238759,1,1,3889,24300,11000,0.62,0.711538462
238786,1,1,13932.234,19100,9552.5,0.848837209,0.697
238810,1,1,13932.234,19800,8000,0.62,0.697
238892,2,1,18048,30300,25833.5,0.561858455,0.540756526
238980,3,1,22950,32800,27000,0.62,0.860125261
239008,1,1,3868,28200,8229.5,0.62,0.847619048
239017,3,1,41226,29600,27050,0.62,0.697
239071,3,1,13120,24200,18004,0.62,0.697
239080,3,1,24650,36600,27000,0.62,0.87804878
239105,3,1,34640,46400,27000,0.962695548,0.924444444
239132,1,0,13932.234,18300,11096,0.41025641,0.697
239169,4,1,13932.234,133600,17105,0.62,0.697
239220,1,1,3997,26700,9250,0.62,0.852130326
239248,2,1,4153,25000,12112.5,0.62,0.669770329
239309,3,1,30989,25600,27750,0.62,0.856060606
239318,3,1,34470,54700,27000,0.62,0.930412371
239372,1,1,4032,26800,9625,0.62,0.8062954
239390,3,1,25098,33600,30500,0.891238671,0.697
239424,4,1,13932.234,26997,17105,0.62,0.697
239442,1,1,4355,22100,7996,0.62,0.808823529
239460,1,1,4025,29600,8875,0.62,0.860215054
239488,1,1,4059,30200,12387,0.62,0.822173436
239503,3,0,13380,21200,17105,0.62,0.697
239512,3,1,29990,22300,27000,0.62,0.904761905
239628,3,1,31604,31200,27000,0.62,0.932098765
239637,4,1,13932.234,26997,17105,0.62,0.697
239716,3,1,31866,34000,17105,0.62,0.93040293
239743,3,1,23180,30500,30500,0.912,0.697
239877,1,1,13932.234,16600,6333,0.775,0.697
239910,1,1,3964,27400,8000,0.62,0.873529412
239929,2,1,16565,20900,24260.5,0.482359427,0.446808511
240055,2,1,5183,26100,10847,0.62,0.834718826
240107,3,1,23330,35900,27000,0.62,0.904761905
240116,1,1,3692,29100,13973.5,0.62,0.817037754
240125,1,1,3885,28500,14250,0.62,0.7825
240170,1,1,3989,28800,13000,0.62,0.813071895
240189,3,1,7578,32300,25250,0.62,0.918918919
240198,1,1,4296,26300,8000,0.62,0.838167939
240213,4,1,13932.234,26997,17105,0.62,0.697
240240,1,1,13932.234,17400,12000,0.62,0.697
240268,3,1,8710,35100,23250,0.62,0.948757764
240277,3,1,7676,31600,21711,0.62,0.940923738
240329,3,1,8769,35700,23203,0.975515464,0.955665025
240338,3,1,24770,29800,24634.5,0.62,0.697
240365,3,1,7401,33400,23868,0.956123433,0.919395466
240374,3,1,7316,28200,24250,0.62,0.833091437
240392,2,1,11150,29300,22822,0.686295503,0.708928571
240417,3,1,8968,34500,24752.5,0.62,0.930340557
240426,3,1,7946,27900,23500,0.62,0.873051225
240444,3,1,10403,40400,23000,0.62,0.959944108
240453,3,1,9300,33400,25107.5,0.62,0.868680445
240462,3,1,7484,35700,24000,0.62,0.936962751
240471,3,1,7720,31800,24700,0.96259542,0.924324324
240480,3,1,7577,30700,25000,0.62,0.947288006
240505,2,1,2448,28500,13100,0.62,0.858299595
240514,2,1,2568,22200,10575,0.62,0.65625
240596,2,1,2472,21300,10500,0.62,0.697
240620,2,1,2736,28100,8063,0.62,0.823754789
240657,2,1,2653,24100,11725,0.62,0.828571429
240666,2,1,2792,28900,8480.5,0.62,0.697
240693,2,1,2282,26600,8000,0.62,0.775362319
240709,1,1,13932.234,15000,8222.5,0.62,0.697
240718,1,1,13932.234,36100,11600,0.73412629,0.725615314
240727,3,1,4404,36700,19000,0.961640212,0.916230366
240736,2,1,3550,12700,17105,0.62,0.697
240745,2,1,3414,17500,17105,0.62,0.697
240754,3,1,5098,22300,17105,0.62,0.735905045
240790,2,1,2820,12500,17105,0.62,0.697
240879,1,1,13932.234,11300,17105,0.62,0.697
240985,1,1,13932.234,13900,17105,0.62,0.697
241100,3,1,5521,17000,4000,0.62,0.697
241128,3,1,5521,17000,4000,0.62,0.697
241146,1,1,6324,11700,17105,0.62,0.697
241182,1,1,13932.234,16900,17105,0.62,0.697
241191,3,1,6625,19100,15000,0.62,0.697
241216,3,1,7395,15500,5000,0.62,0.697
241225,3,1,6000,15100,7500,0.62,0.697
241304,2,1,6390,19300,17105,0.62,0.697
241331,3,1,13932.234,24800,18890,0.62,0.697
241377,3,1,4850,15100,9000,0.62,0.454545455
241386,3,1,4850,15100,9000,0.62,0.454545455
241395,3,1,4738,13800,13095,0.62,0.525714286
241410,3,1,4840,13800,13095,0.62,0.525714286
241517,2,1,6322,15400,2550,0.518584071,0.697
241614,3,1,3784,26997,17105,0.62,0.697
241720,2,1,2370,18500,17105,0.62,0.697
241739,3,1,5434,16000,6699,0.62,0.544642857
241766,3,1,3370,14200,7500,0.675,0.697
241793,4,1,13932.234,26997,17105,0.62,0.697
241836,2,1,6060,15400,15550,0.62,0.697
241906,1,1,13932.234,9000,17105,0.62,0.697
241951,3,1,3248,14600,17105,0.62,0.697
242042,2,1,1125,16100,17105,0.62,0.697
242112,2,1,6485,16100,5600,0.62,0.697
242121,2,1,6165,15100,17105,0.62,0.697
242130,1,1,6408,13400,17105,0.62,0.697
242149,1,1,6504,13400,17105,0.62,0.697
242316,1,1,13932.234,13800,17105,0.62,0.697
242413,1,1,13932.234,12100,17105,0.62,0.697
242422,1,1,13932.234,13500,17105,0.62,0.441747573
242556,2,1,1105,16100,17105,0.62,0.697
242565,2,1,1125,16100,17105,0.62,0.697
242583,2,1,1105,16100,17105,0.62,0.697
242617,3,0,4660,15600,8500,0.62,0.548511577
242626,3,0,5282,15600,8500,0.62,0.548511577
242635,3,0,4660,15600,8500,0.62,0.548511577
242644,3,0,4596,15600,8500,0.62,0.548511577
242653,3,0,6723,15600,8500,0.62,0.548511577
242662,3,0,4674,15600,8500,0.62,0.548511577
242680,3,0,4600,15600,8500,0.62,0.548511577
242699,3,0,5342,15600,8500,0.62,0.548511577
242705,3,0,4600,15600,8500,0.62,0.548511577
242723,4,0,13932.234,15600,8500,0.62,0.548511577
242750,1,1,13932.234,15500,17105,0.62,0.697
242820,1,1,13932.234,17500,3500,0.62,0.697
242884,1,1,13932.234,14200,17105,0.62,0.697
242945,1,1,13932.234,11300,17105,0.62,0.697
242954,1,1,13932.234,9100,17105,0.62,0.697
242972,2,1,6495,15700,7533,0.62,0.697
242981,2,1,6495,15700,7533,0.62,0.697
243072,1,1,13932.234,13300,2260,0.62,0.697
243081,4,1,13932.234,26997,17105,0.62,0.697
243106,3,1,2019,26997,5500,0.62,0.697
243115,3,1,2014,26997,4600,0.62,0.697
243133,3,1,2212,26997,5500,0.62,0.697
243142,3,1,3026,26997,4957.5,0.62,0.697
243151,3,1,2212,26997,5000,0.62,0.697
243179,3,1,2019,26997,5000,0.62,0.697
243188,2,1,2014,26997,4625,0.62,0.697
243197,3,1,2019,26997,5500,0.62,0.697
243203,3,1,13932.234,26997,5500,0.62,0.697
243212,3,1,2019,26997,5500,0.62,0.697
243221,3,1,2082,26997,5500,0.62,0.697
243346,3,1,5434,16500,6555,0.62,0.506849315
243407,1,0,13932.234,26997,17105,0.62,0.697
243416,1,0,13932.234,12200,17105,0.62,0.697
243443,3,1,5560,14600,16750,0.62,0.627062706
243498,4,1,13932.234,26997,17105,0.62,0.697
243568,1,1,10290,26997,17105,0.807692308,0.697
243577,3,1,7548,19300,16648,0.62,0.766467066
243586,3,1,4738,13800,13095,0.62,0.525714286
243601,3,1,5434,15900,6648,0.62,0.61209068
243638,2,1,5080,14700,17105,0.62,0.697
243647,2,1,3250,26997,17105,0.62,0.697
243665,3,1,4794,25600,12150,0.62,0.697
243744,3,1,43683,73900,12224,0.62,0.697
243780,3,1,9992,40800,23766,0.62,0.931059507
243799,1,1,13932.234,53100,9500,0.62,0.697
243823,3,1,15230,36000,7812,0.728643216,0.697
243832,2,1,5940,15400,15550,0.62,0.697
243841,1,1,6408,13400,17105,0.62,0.697
244011,2,1,18048,30300,25833.5,0.561858455,0.540756526
244154,2,1,18048,30300,25833.5,0.561858455,0.540756526
244190,3,1,13050,42900,27800,0.62,0.847457627
244233,2,1,15840,25400,26300,0.62,0.51980198
244279,1,1,13932.234,17100,12970,0.461741425,0.697
244437,2,1,3100,25400,12500,0.708074534,0.533279872
244446,1,1,2546,21200,7000,0.62,0.697
244491,1,1,13932.234,13900,18969,0.649425287,0.697
244561,1,1,13932.234,25200,7917,0.765517241,0.697
244613,1,1,13932.234,31100,9500,0.650997151,0.697
245032,1,0,13932.234,16300,12712,0.238164251,0.400756144
245069,1,1,13932.234,12300,6336,0.62,0.697
245281,1,1,13932.234,26997,17105,0.62,0.697
245290,1,1,13932.234,13200,4500,0.62,0.697
245342,1,1,12815,22300,23116,0.62,0.47150838
245421,1,1,10325,17700,11416.5,0.62,0.587155963
245430,2,1,10325,17700,11416.5,0.62,0.587155963
245625,2,1,3288,25800,9800,0.62,0.609756098
245652,3,1,46286,24300,27000,0.62,0.815384615
245731,3,1,13932.234,26997,17105,0.62,0.697
245777,3,1,13932.234,26997,17105,0.62,0.697
245838,3,1,13932.234,30900,25329.5,0.62,0.697
245847,3,1,13932.234,30900,25329.5,0.62,0.697
245865,4,1,13932.234,30900,25329.5,0.62,0.697
245883,3,1,20595,30900,25329.5,0.62,0.697
245892,3,1,13932.234,30900,25329.5,0.62,0.697
245953,3,1,15688,30700,27375,0.62,0.68558952
245962,1,1,13932.234,23300,12000,0.545299145,0.573863636
245980,1,1,13932.234,26997,17105,0.62,0.697
245999,1,1,13932.234,28700,6090.5,0.62,0.697
246008,1,1,17050,17200,13254,0.306335728,0.296052632
246017,1,1,13932.234,24600,17105,0.62,0.697
246035,1,1,13932.234,23600,8824,0.653450051,0.705882353
246071,1,1,13932.234,37700,11734,0.734375,0.697
246202,1,1,13932.234,19700,9500,0.62,0.697
246266,1,1,13932.234,20000,9500,0.294638695,0.352941176
246345,4,1,13932.234,26997,17105,0.62,0.697
246354,2,1,2038,23300,10087.5,0.62,0.688073394
246415,1,1,13932.234,17400,4408,0.666666667,0.697
246460,1,1,13932.234,17000,17105,0.62,0.697
246594,1,1,13932.234,15800,9522,0.550161812,0.585774059
246789,4,1,24500,26997,17105,0.62,0.697
246813,1,1,2526,23000,17105,0.62,0.697
246895,1,1,13932.234,29500,6946,0.62,0.684090909
246974,1,1,13932.234,25300,13683,0.532767562,0.547826087
247010,1,0,13932.234,26997,17138,0.62,0.697
247047,1,1,13932.234,11500,12910,0.611111111,0.697
247065,2,1,12546,26100,25237,0.62,0.697
247153,1,1,14688,18100,11250,0.443193998,0.518394649
247162,1,1,13932.234,26997,17105,0.62,0.697
247409,1,1,13932.234,18400,9500,0.460679612,0.458646617
247603,2,1,5010,25100,9755,0.62,0.651162791
247649,2,1,49630,16300,12463.5,0.62,0.697
247700,2,1,12315,28200,34486,0.62,0.618066561
247773,3,1,6200,26997,17105,0.62,0.697
247825,3,1,13932.234,26997,17105,0.62,0.697
247834,2,1,1144,29600,13350,0.62,0.592248062
247940,1,1,3456,22000,9740,0.62,0.802120141
248165,1,1,13932.234,26997,17105,0.62,0.697
248192,1,1,13932.234,26997,17105,0.62,0.697
248305,1,1,13932.234,15200,8275,0.697278912,0.697
248314,1,0,13932.234,26997,17105,0.62,0.697
248527,1,1,13932.234,26997,17105,0.62,0.697
248606,1,1,13932.234,30700,17105,0.62,0.697
248624,1,1,13932.234,33600,17105,0.62,0.697
248633,1,1,13932.234,40400,9500,0.62,0.697
248660,1,1,13932.234,26997,16500,0.62,0.697
248703,1,1,13932.234,19600,9172.5,0.541666667,0.697
248776,1,1,2458,19400,17105,0.62,0.697
248846,2,1,28920,29400,12000,0.62,0.795036029
248882,2,1,13932.234,28200,34486,0.62,0.618066561
248925,1,1,13932.234,23700,17105,0.526548673,0.697
248934,2,1,14245,28400,20000,0.62,0.568161435
249061,1,0,13932.234,14300,9666.5,0.62,0.697
249140,1,1,13567,27200,9363,0.663617886,0.696531792
249238,1,1,13932.234,15200,13039.5,0.68452381,0.697
249566,1,1,13932.234,29900,5066,0.62,0.697
249609,1,1,14940,18100,9500,0.62,0.697
250027,2,1,9444,18000,12253,0.62,0.697
250072,1,1,13932.234,26700,5600,0.62,0.697
250285,1,1,18007,32600,22652,0.62,0.697
250407,1,0,13932.234,24700,9500,0.472163495,0.524627721
250498,1,0,13932.234,18900,9906.5,0.585798817,0.697
250601,2,1,13932.234,22300,9500,0.530551416,0.572710952
250744,1,1,19728,18100,11250,0.443193998,0.518394649
250902,1,1,13932.234,14500,8002,0.62,0.697
250993,1,1,13932.234,18300,17105,0.62,0.697
251075,1,1,13932.234,17900,9500,0.336350643,0.404040404
251251,2,1,18048,30300,25833.5,0.561858455,0.540756526
251260,2,1,3640,22800,7750,0.62,0.659242762
251312,3,1,16360,31600,27167,0.623390005,0.544868617
260293,2,0,15156,20700,28332,0.328702555,0.353882632
260336,1,1,13932.234,26997,12490,0.62,0.697
260354,2,1,13932.234,22600,16705.5,0.722222222,0.697
260363,1,1,13932.234,26997,14580,0.62,0.697
260372,2,1,4590,16100,17105,0.62,0.697
260664,1,1,13932.234,32900,6333,0.450226244,0.697
260691,1,1,13932.234,25500,9498,0.651920966,0.680314961
260789,2,1,14572,24500,20000,0.62,0.697
260813,3,1,20536,32300,42634,0.806451613,0.697
260901,3,1,13884,27800,30500,0.57002945,0.467553924
260910,2,1,15352,27800,30500,0.57002945,0.467553924
260929,1,1,13932.234,13400,13666,0.563492063,0.697
260947,3,1,11070,26997,17105,0.62,0.697
260956,4,1,13932.234,26997,17105,0.62,0.697
260965,1,1,13932.234,16700,10800,0.592,0.697
260974,2,1,18048,30300,25833.5,0.561858455,0.540756526
260992,2,1,16290,23500,30500,0.62,0.569196429
261375,1,1,13932.234,27500,17105,0.62,0.697
261384,1,1,13932.234,27500,17105,0.62,0.697
261393,1,1,13932.234,27500,17105,0.62,0.697
261436,1,1,13932.234,21900,9833,0.820754717,0.8
261472,2,1,18048,30300,25833.5,0.561858455,0.540756526
261676,1,1,13932.234,22700,9500,0.62,0.639534884
261685,1,1,13932.234,22700,9500,0.62,0.639534884
261719,1,1,13932.234,26997,9878,0.62,0.697
261773,1,1,13932.234,26997,17105,0.62,0.697
261861,2,1,13170,16700,13200,0.62,0.585365854
261931,1,1,14245,23700,20000,0.522222222,0.697
262022,4,1,13932.234,37200,23950,0.62,0.950342466
262031,2,1,2400,25600,8225,0.62,0.78342246
262086,3,1,8800,26997,21875,0.62,0.697
262129,3,1,6866,23100,16500,0.62,0.697
262235,1,1,13932.234,14700,5416.5,0.442857143,0.697
262299,1,1,13932.234,16700,8167,0.642642643,0.74
262332,1,1,12944,26100,11640,0.553337922,0.531293463
262341,1,1,13932.234,27200,11688,0.70125,0.700361011
262369,1,1,13932.234,26997,9280,0.62,0.697
262402,1,1,13932.234,26997,17105,0.62,0.697
262457,2,1,16023,23700,19648.5,0.503453569,0.564121572
262466,1,1,13932.234,26997,17105,0.62,0.697
262509,2,1,13932.234,20900,13583,0.62,0.55106383
262660,1,1,13932.234,26997,11096,0.41025641,0.697
362700,1,1,13932.234,17500,9459,0.62,0.697
362782,1,1,13932.234,24000,6333,0.62,0.697
363013,1,1,13932.234,18400,9500,0.460679612,0.458646617
363077,1,1,13932.234,21200,9500,0.572413793,0.697
363147,1,1,13932.234,26997,7500,0.59375,0.697
363165,1,1,13932.234,34400,7500,0.694078947,0.697
363387,2,0,13620,26300,11250,0.651348651,0.646017699
363439,2,1,18000,19600,23658,0.62,0.461377871
363590,1,1,11736,23700,9500,0.494809689,0.609126984
363633,2,1,886,22200,7081,0.62,0.697
363679,1,1,13932.234,18300,16325,0.556603774,0.697
363712,0,1,8400,26997,17105,0.62,0.697
363721,4,1,13932.234,26700,20000,0.62,0.616740088
363907,3,1,4850,15100,9000,0.62,0.454545455
363916,3,1,4850,15100,9000,0.62,0.454545455
363934,3,1,19700,34000,29125,0.62,0.697
364016,1,1,1974,27900,17105,0.62,0.672297297
364025,1,1,1974,31900,17105,0.62,0.724390244
364122,1,1,13932.234,26997,17105,0.62,0.697
364168,2,1,18229,23500,16000,0.701886792,0.792592593
364326,1,0,13932.234,24500,9500,0.548922056,0.697
364335,1,1,13932.234,29900,9500,0.543852459,0.6
364548,1,1,13932.234,27200,17105,0.62,0.697
364575,1,1,13932.234,26997,17105,0.62,0.697
364584,1,1,13932.234,26997,8485,0.543103448,0.697
364593,1,0,13932.234,17000,8179,0.62,0.697
364618,1,0,13932.234,30600,17105,0.62,0.697
364627,1,1,13932.234,26700,17105,0.62,0.697
364636,1,1,13932.234,28200,6167.5,0.641025641,0.697
364751,1,1,13932.234,17200,3888,0.443894389,0.697
364760,1,1,13932.234,18400,17105,0.62,0.697
364812,1,1,13932.234,15500,17105,0.62,0.697
364946,1,1,13932.234,19800,17105,0.62,0.697
364955,1,1,13932.234,19200,9496,0.295952616,0.396296296
364964,1,1,13932.234,23200,17105,0.62,0.697
364973,1,1,12854,25300,11250,0.45491491,0.697
365055,2,1,19756,23700,23792,0.62,0.546558704
365073,1,1,13932.234,18400,7917,0.453125,0.697
365091,1,1,13932.234,18200,6436,0.71031746,0.697
365125,1,1,13932.234,20100,8532,0.62,0.783333333
365198,1,1,13932.234,24900,17105,0.62,0.697
365204,1,1,14725,18600,13723,0.378676471,0.697
365213,1,1,13932.234,26100,17105,0.62,0.697
365240,1,1,13932.234,26300,6333,0.62,0.697
365374,1,1,13932.234,25000,17105,0.62,0.697
365383,1,1,13932.234,35300,13017,0.62,0.697
365426,4,1,13932.234,26997,9250,0.62,0.697
365453,1,0,13932.234,26997,17105,0.62,0.697
365480,1,1,13932.234,23400,17105,0.62,0.697
365505,1,1,13932.234,29400,17105,0.62,0.697
365569,1,1,13932.234,26997,17105,0.62,0.697
365693,1,1,13932.234,21300,6962.5,0.62,0.697
365763,1,1,13932.234,26997,17105,0.62,0.697
365824,1,1,13932.234,18400,9500,0.460679612,0.458646617
365833,1,1,13932.234,21900,9500,0.62,0.530769231
366003,3,1,5130,26997,17105,0.62,0.697
366155,1,1,13932.234,26997,17105,0.62,0.697
366191,1,1,13932.234,33800,18363,0.73471167,0.750881612
366252,2,1,14940,34700,23000,0.62,0.869675779
366261,2,1,10904,27900,9500,0.615384615,0.697
366270,1,1,13932.234,23300,5500,0.562352941,0.697
366289,1,1,13932.234,18200,12125,0.355350066,0.350649351
366340,2,1,2505,12000,17105,0.62,0.697
366368,4,1,13932.234,26997,17105,0.62,0.697
366395,2,1,4850,27900,8000,0.844758065,0.703289013
366401,2,1,1138,26600,17105,0.62,0.697
366438,1,1,13932.234,15800,10549,0.538461538,0.697
366447,1,0,2536,16200,17105,0.62,0.697
366465,1,1,2646,20200,9834,0.62,0.697
366535,1,1,15995,16800,9500,0.481001341,0.697
366544,1,1,15660,22000,9500,0.371716287,0.401960784
366553,2,1,13860,22000,24666,0.62,0.537525355
366571,1,1,13932.234,26997,17105,0.62,0.697
366580,2,1,18048,30300,25833.5,0.561858455,0.540756526
366605,4,1,13932.234,26997,17105,0.62,0.697
366623,1,1,13932.234,16600,17105,0.62,0.697
366632,1,1,13932.234,33200,16500,0.62,0.697
366650,2,1,18048,30300,25833.5,0.561858455,0.540756526
366678,2,1,18048,30300,25833.5,0.561858455,0.540756526
366696,2,1,18048,30300,25833.5,0.561858455,0.540756526
366711,3,1,6649,35000,18500,0.62,0.877272727
366748,3,1,14071,33800,14323,0.739811912,0.736035049
366793,4,1,13932.234,26997,17105,0.62,0.697
366960,1,1,13932.234,20800,9500,0.62,0.507042254
367024,2,1,15352,27800,30500,0.57002945,0.467553924
367051,1,1,13932.234,15100,15234.5,0.62,0.697
367088,1,1,13932.234,26997,7322,0.657142857,0.697
367097,1,1,16105,19500,10621,0.553191489,0.697
367103,1,1,8450,19000,7287,0.675,0.697
367112,2,1,9828,18200,13700.5,0.62,0.679487179
367130,1,0,13932.234,19100,10029,0.62,0.697
367158,1,1,13932.234,19200,9500,0.62,0.697
367194,3,1,25210,22500,25750,0.62,0.697
367316,1,0,13932.234,24700,9500,0.437704918,0.423529412
367334,1,1,13932.234,31000,6365,0.62,0.697
367361,1,1,13932.234,20200,6115,0.62,0.697
367398,1,1,13932.234,16200,9500,0.422721268,0.697
367431,1,1,13932.234,13800,9500,0.62,0.697
367459,2,1,2998,27600,16600,0.62,0.693430657
367662,1,0,13932.234,26997,17105,0.62,0.697
367839,1,1,5634,22100,17105,0.62,0.697
